candidate_id,years_experience,skills,communication,notes
502,5,JavaScript,strong,Candidate #502 profile
503,6,Go,clear,Candidate #503 profile
504,7,Rust,excellent,Candidate #504 profile
505,8,Python,good,Candidate #505 profile
506,9,Java,strong,Candidate #506 profile
507,10,JavaScript,clear,Candidate #507 profile
508,11,Go,excellent,Candidate #508 profile
509,12,Rust,good,Candidate #509 profile
510,3,Python,strong,Candidate #510 profile
511,4,Java,clear,Candidate #511 profile
512,5,JavaScript,excellent,Candidate #512 profile
513,6,Go,good,Candidate #513 profile
514,7,Rust,strong,Candidate #514 profile
515,8,Python,clear,Candidate #515 profile
516,9,Java,excellent,Candidate #516 profile
517,10,JavaScript,good,Candidate #517 profile
518,11,Go,strong,Candidate #518 profile
519,12,Rust,clear,Candidate #519 profile
520,3,Python,excellent,Candidate #520 profile
521,4,Java,good,Candidate #521 profile
522,5,JavaScript,strong,Candidate #522 profile
523,6,Go,clear,Candidate #523 profile
524,7,Rust,excellent,Candidate #524 profile
525,8,Python,good,Candidate #525 profile
526,9,Java,strong,Candidate #526 profile
527,10,JavaScript,clear,Candidate #527 profile
528,11,Go,excellent,Candidate #528 profile
529,12,Rust,good,Candidate #529 profile
530,3,Python,strong,Candidate #530 profile
531,4,Java,clear,Candidate #531 profile
532,5,JavaScript,excellent,Candidate #532 profile
533,6,Go,good,Candidate #533 profile
534,7,Rust,strong,Candidate #534 profile
535,8,Python,clear,Candidate #535 profile
536,9,Java,excellent,Candidate #536 profile
537,10,JavaScript,good,Candidate #537 profile
538,11,Go,strong,Candidate #538 profile
539,12,Rust,clear,Candidate #539 profile
540,3,Python,excellent,Candidate #540 profile
541,4,Java,good,Candidate #541 profile
542,5,JavaScript,strong,Candidate #542 profile
543,6,Go,clear,Candidate #543 profile
544,7,Rust,excellent,Candidate #544 profile
545,8,Python,good,Candidate #545 profile
546,9,Java,strong,Candidate #546 profile
547,10,JavaScript,clear,Candidate #547 profile
548,11,Go,excellent,Candidate #548 profile
549,12,Rust,good,Candidate #549 profile
550,3,Python,strong,Candidate #550 profile
551,4,Java,clear,Candidate #551 profile
552,5,JavaScript,excellent,Candidate #552 profile
553,6,Go,good,Candidate #553 profile
554,7,Rust,strong,Candidate #554 profile
555,8,Python,clear,Candidate #555 profile
556,9,Java,excellent,Candidate #556 profile
557,10,JavaScript,good,Candidate #557 profile
558,11,Go,strong,Candidate #558 profile
559,12,Rust,clear,Candidate #559 profile
560,3,Python,excellent,Candidate #560 profile
561,4,Java,good,Candidate #561 profile
562,5,JavaScript,strong,Candidate #562 profile
563,6,Go,clear,Candidate #563 profile
564,7,Rust,excellent,Candidate #564 profile
565,8,Python,good,Candidate #565 profile
566,9,Java,strong,Candidate #566 profile
567,10,JavaScript,clear,Candidate #567 profile
568,11,Go,excellent,Candidate #568 profile
569,12,Rust,good,Candidate #569 profile
570,3,Python,strong,Candidate #570 profile
571,4,Java,clear,Candidate #571 profile
572,5,JavaScript,excellent,Candidate #572 profile
573,6,Go,good,Candidate #573 profile
574,7,Rust,strong,Candidate #574 profile
575,8,Python,clear,Candidate #575 profile
576,9,Java,excellent,Candidate #576 profile
577,10,JavaScript,good,Candidate #577 profile
578,11,Go,strong,Candidate #578 profile
579,12,Rust,clear,Candidate #579 profile
580,3,Python,excellent,Candidate #580 profile
581,4,Java,good,Candidate #581 profile
582,5,JavaScript,strong,Candidate #582 profile
583,6,Go,clear,Candidate #583 profile
584,7,Rust,excellent,Candidate #584 profile
585,8,Python,good,Candidate #585 profile
586,9,Java,strong,Candidate #586 profile
587,10,JavaScript,clear,Candidate #587 profile
588,11,Go,excellent,Candidate #588 profile
589,12,Rust,good,Candidate #589 profile
590,3,Python,strong,Candidate #590 profile
591,4,Java,clear,Candidate #591 profile
592,5,JavaScript,excellent,Candidate #592 profile
593,6,Go,good,Candidate #593 profile
594,7,Rust,strong,Candidate #594 profile
595,8,Python,clear,Candidate #595 profile
596,9,Java,excellent,Candidate #596 profile
597,10,JavaScript,good,Candidate #597 profile
598,11,Go,strong,Candidate #598 profile
599,12,Rust,clear,Candidate #599 profile
600,3,Python,excellent,Candidate #600 profile
601,4,Java,good,Candidate #601 profile
602,5,JavaScript,strong,Candidate #602 profile
603,6,Go,clear,Candidate #603 profile
604,7,Rust,excellent,Candidate #604 profile
605,8,Python,good,Candidate #605 profile
606,9,Java,strong,Candidate #606 profile
607,10,JavaScript,clear,Candidate #607 profile
608,11,Go,excellent,Candidate #608 profile
609,12,Rust,good,Candidate #609 profile
610,3,Python,strong,Candidate #610 profile
611,4,Java,clear,Candidate #611 profile
612,5,JavaScript,excellent,Candidate #612 profile
613,6,Go,good,Candidate #613 profile
614,7,Rust,strong,Candidate #614 profile
615,8,Python,clear,Candidate #615 profile
616,9,Java,excellent,Candidate #616 profile
617,10,JavaScript,good,Candidate #617 profile
618,11,Go,strong,Candidate #618 profile
619,12,Rust,clear,Candidate #619 profile
620,3,Python,excellent,Candidate #620 profile
621,4,Java,good,Candidate #621 profile
622,5,JavaScript,strong,Candidate #622 profile
623,6,Go,clear,Candidate #623 profile
624,7,Rust,excellent,Candidate #624 profile
625,8,Python,good,Candidate #625 profile
626,9,Java,strong,Candidate #626 profile
627,10,JavaScript,clear,Candidate #627 profile
628,11,Go,excellent,Candidate #628 profile
629,12,Rust,good,Candidate #629 profile
630,3,Python,strong,Candidate #630 profile
631,4,Java,clear,Candidate #631 profile
632,5,JavaScript,excellent,Candidate #632 profile
633,6,Go,good,Candidate #633 profile
634,7,Rust,strong,Candidate #634 profile
635,8,Python,clear,Candidate #635 profile
636,9,Java,excellent,Candidate #636 profile
637,10,JavaScript,good,Candidate #637 profile
638,11,Go,strong,Candidate #638 profile
639,12,Rust,clear,Candidate #639 profile
640,3,Python,excellent,Candidate #640 profile
641,4,Java,good,Candidate #641 profile
642,5,JavaScript,strong,Candidate #642 profile
643,6,Go,clear,Candidate #643 profile
644,7,Rust,excellent,Candidate #644 profile
645,8,Python,good,Candidate #645 profile
646,9,Java,strong,Candidate #646 profile
647,10,JavaScript,clear,Candidate #647 profile
648,11,Go,excellent,Candidate #648 profile
649,12,Rust,good,Candidate #649 profile
650,3,Python,strong,Candidate #650 profile
651,4,Java,clear,Candidate #651 profile
652,5,JavaScript,excellent,Candidate #652 profile
653,6,Go,good,Candidate #653 profile
654,7,Rust,strong,Candidate #654 profile
655,8,Python,clear,Candidate #655 profile
656,9,Java,excellent,Candidate #656 profile
657,10,JavaScript,good,Candidate #657 profile
658,11,Go,strong,Candidate #658 profile
659,12,Rust,clear,Candidate #659 profile
660,3,Python,excellent,Candidate #660 profile
661,4,Java,good,Candidate #661 profile
662,5,JavaScript,strong,Candidate #662 profile
663,6,Go,clear,Candidate #663 profile
664,7,Rust,excellent,Candidate #664 profile
665,8,Python,good,Candidate #665 profile
666,9,Java,strong,Candidate #666 profile
667,10,JavaScript,clear,Candidate #667 profile
668,11,Go,excellent,Candidate #668 profile
669,12,Rust,good,Candidate #669 profile
670,3,Python,strong,Candidate #670 profile
671,4,Java,clear,Candidate #671 profile
672,5,JavaScript,excellent,Candidate #672 profile
673,6,Go,good,Candidate #673 profile
674,7,Rust,strong,Candidate #674 profile
675,8,Python,clear,Candidate #675 profile
676,9,Java,excellent,Candidate #676 profile
677,10,JavaScript,good,Candidate #677 profile
678,11,Go,strong,Candidate #678 profile
679,12,Rust,clear,Candidate #679 profile
680,3,Python,excellent,Candidate #680 profile
681,4,Java,good,Candidate #681 profile
682,5,JavaScript,strong,Candidate #682 profile
683,6,Go,clear,Candidate #683 profile
684,7,Rust,excellent,Candidate #684 profile
685,8,Python,good,Candidate #685 profile
686,9,Java,strong,Candidate #686 profile
687,10,JavaScript,clear,Candidate #687 profile
688,11,Go,excellent,Candidate #688 profile
689,12,Rust,good,Candidate #689 profile
690,3,Python,strong,Candidate #690 profile
691,4,Java,clear,Candidate #691 profile
692,5,JavaScript,excellent,Candidate #692 profile
693,6,Go,good,Candidate #693 profile
694,7,Rust,strong,Candidate #694 profile
695,8,Python,clear,Candidate #695 profile
696,9,Java,excellent,Candidate #696 profile
697,10,JavaScript,good,Candidate #697 profile
698,11,Go,strong,Candidate #698 profile
699,12,Rust,clear,Candidate #699 profile
700,3,Python,excellent,Candidate #700 profile
701,4,Java,good,Candidate #701 profile
702,5,JavaScript,strong,Candidate #702 profile
703,6,Go,clear,Candidate #703 profile
704,7,Rust,excellent,Candidate #704 profile
705,8,Python,good,Candidate #705 profile
706,9,Java,strong,Candidate #706 profile
707,10,JavaScript,clear,Candidate #707 profile
708,11,Go,excellent,Candidate #708 profile
709,12,Rust,good,Candidate #709 profile
710,3,Python,strong,Candidate #710 profile
711,4,Java,clear,Candidate #711 profile
712,5,JavaScript,excellent,Candidate #712 profile
713,6,Go,good,Candidate #713 profile
714,7,Rust,strong,Candidate #714 profile
715,8,Python,clear,Candidate #715 profile
716,9,Java,excellent,Candidate #716 profile
717,10,JavaScript,good,Candidate #717 profile
718,11,Go,strong,Candidate #718 profile
719,12,Rust,clear,Candidate #719 profile
720,3,Python,excellent,Candidate #720 profile
721,4,Java,good,Candidate #721 profile
722,5,JavaScript,strong,Candidate #722 profile
723,6,Go,clear,Candidate #723 profile
724,7,Rust,excellent,Candidate #724 profile
725,8,Python,good,Candidate #725 profile
726,9,Java,strong,Candidate #726 profile
727,10,JavaScript,clear,Candidate #727 profile
728,11,Go,excellent,Candidate #728 profile
729,12,Rust,good,Candidate #729 profile
730,3,Python,strong,Candidate #730 profile
731,4,Java,clear,Candidate #731 profile
732,5,JavaScript,excellent,Candidate #732 profile
733,6,Go,good,Candidate #733 profile
734,7,Rust,strong,Candidate #734 profile
735,8,Python,clear,Candidate #735 profile
736,9,Java,excellent,Candidate #736 profile
737,10,JavaScript,good,Candidate #737 profile
738,11,Go,strong,Candidate #738 profile
739,12,Rust,clear,Candidate #739 profile
740,3,Python,excellent,Candidate #740 profile
741,4,Java,good,Candidate #741 profile
742,5,JavaScript,strong,Candidate #742 profile
743,6,Go,clear,Candidate #743 profile
744,7,Rust,excellent,Candidate #744 profile
745,8,Python,good,Candidate #745 profile
746,9,Java,strong,Candidate #746 profile
747,10,JavaScript,clear,Candidate #747 profile
748,11,Go,excellent,Candidate #748 profile
749,12,Rust,good,Candidate #749 profile
750,3,Python,strong,Candidate #750 profile
751,4,Java,clear,Candidate #751 profile
752,5,JavaScript,excellent,Candidate #752 profile
753,6,Go,good,Candidate #753 profile
754,7,Rust,strong,Candidate #754 profile
755,8,Python,clear,Candidate #755 profile
756,9,Java,excellent,Candidate #756 profile
757,10,JavaScript,good,Candidate #757 profile
758,11,Go,strong,Candidate #758 profile
759,12,Rust,clear,Candidate #759 profile
760,3,Python,excellent,Candidate #760 profile
761,4,Java,good,Candidate #761 profile
762,5,JavaScript,strong,Candidate #762 profile
763,6,Go,clear,Candidate #763 profile
764,7,Rust,excellent,Candidate #764 profile
765,8,Python,good,Candidate #765 profile
766,9,Java,strong,Candidate #766 profile
767,10,JavaScript,clear,Candidate #767 profile
768,11,Go,excellent,Candidate #768 profile
769,12,Rust,good,Candidate #769 profile
770,3,Python,strong,Candidate #770 profile
771,4,Java,clear,Candidate #771 profile
772,5,JavaScript,excellent,Candidate #772 profile
773,6,Go,good,Candidate #773 profile
774,7,Rust,strong,Candidate #774 profile
775,8,Python,clear,Candidate #775 profile
776,9,Java,excellent,Candidate #776 profile
777,10,JavaScript,good,Candidate #777 profile
778,11,Go,strong,Candidate #778 profile
779,12,Rust,clear,Candidate #779 profile
780,3,Python,excellent,Candidate #780 profile
781,4,Java,good,Candidate #781 profile
782,5,JavaScript,strong,Candidate #782 profile
783,6,Go,clear,Candidate #783 profile
784,7,Rust,excellent,Candidate #784 profile
785,8,Python,good,Candidate #785 profile
786,9,Java,strong,Candidate #786 profile
787,10,JavaScript,clear,Candidate #787 profile
788,11,Go,excellent,Candidate #788 profile
789,12,Rust,good,Candidate #789 profile
790,3,Python,strong,Candidate #790 profile
791,4,Java,clear,Candidate #791 profile
792,5,JavaScript,excellent,Candidate #792 profile
793,6,Go,good,Candidate #793 profile
794,7,Rust,strong,Candidate #794 profile
795,8,Python,clear,Candidate #795 profile
796,9,Java,excellent,Candidate #796 profile
797,10,JavaScript,good,Candidate #797 profile
798,11,Go,strong,Candidate #798 profile
799,12,Rust,clear,Candidate #799 profile
800,3,Python,excellent,Candidate #800 profile
801,4,Java,good,Candidate #801 profile
802,5,JavaScript,strong,Candidate #802 profile
803,6,Go,clear,Candidate #803 profile
804,7,Rust,excellent,Candidate #804 profile
805,8,Python,good,Candidate #805 profile
806,9,Java,strong,Candidate #806 profile
807,10,JavaScript,clear,Candidate #807 profile
808,11,Go,excellent,Candidate #808 profile
809,12,Rust,good,Candidate #809 profile
810,3,Python,strong,Candidate #810 profile
811,4,Java,clear,Candidate #811 profile
812,5,JavaScript,excellent,Candidate #812 profile
813,6,Go,good,Candidate #813 profile
814,7,Rust,strong,Candidate #814 profile
815,8,Python,clear,Candidate #815 profile
816,9,Java,excellent,Candidate #816 profile
817,10,JavaScript,good,Candidate #817 profile
818,11,Go,strong,Candidate #818 profile
819,12,Rust,clear,Candidate #819 profile
820,3,Python,excellent,Candidate #820 profile
821,4,Java,good,Candidate #821 profile
822,5,JavaScript,strong,Candidate #822 profile
823,6,Go,clear,Candidate #823 profile
824,7,Rust,excellent,Candidate #824 profile
825,8,Python,good,Candidate #825 profile
826,9,Java,strong,Candidate #826 profile
827,10,JavaScript,clear,Candidate #827 profile
828,11,Go,excellent,Candidate #828 profile
829,12,Rust,good,Candidate #829 profile
830,3,Python,strong,Candidate #830 profile
831,4,Java,clear,Candidate #831 profile
832,5,JavaScript,excellent,Candidate #832 profile
833,6,Go,good,Candidate #833 profile
834,7,Rust,strong,Candidate #834 profile
835,8,Python,clear,Candidate #835 profile
836,9,Java,excellent,Candidate #836 profile
837,10,JavaScript,good,Candidate #837 profile
838,11,Go,strong,Candidate #838 profile
839,12,Rust,clear,Candidate #839 profile
840,3,Python,excellent,Candidate #840 profile
841,4,Java,good,Candidate #841 profile
842,5,JavaScript,strong,Candidate #842 profile
843,6,Go,clear,Candidate #843 profile
844,7,Rust,excellent,Candidate #844 profile
845,8,Python,good,Candidate #845 profile
846,9,Java,strong,Candidate #846 profile
847,10,JavaScript,clear,Candidate #847 profile
848,11,Go,excellent,Candidate #848 profile
849,12,Rust,good,Candidate #849 profile
850,3,Python,strong,Candidate #850 profile
851,4,Java,clear,Candidate #851 profile
852,5,JavaScript,excellent,Candidate #852 profile
853,6,Go,good,Candidate #853 profile
854,7,Rust,strong,Candidate #854 profile
855,8,Python,clear,Candidate #855 profile
856,9,Java,excellent,Candidate #856 profile
857,10,JavaScript,good,Candidate #857 profile
858,11,Go,strong,Candidate #858 profile
859,12,Rust,clear,Candidate #859 profile
860,3,Python,excellent,Candidate #860 profile
861,4,Java,good,Candidate #861 profile
862,5,JavaScript,strong,Candidate #862 profile
863,6,Go,clear,Candidate #863 profile
864,7,Rust,excellent,Candidate #864 profile
865,8,Python,good,Candidate #865 profile
866,9,Java,strong,Candidate #866 profile
867,10,JavaScript,clear,Candidate #867 profile
868,11,Go,excellent,Candidate #868 profile
869,12,Rust,good,Candidate #869 profile
870,3,Python,strong,Candidate #870 profile
871,4,Java,clear,Candidate #871 profile
872,5,JavaScript,excellent,Candidate #872 profile
873,6,Go,good,Candidate #873 profile
874,7,Rust,strong,Candidate #874 profile
875,8,Python,clear,Candidate #875 profile
876,9,Java,excellent,Candidate #876 profile
877,10,JavaScript,good,Candidate #877 profile
878,11,Go,strong,Candidate #878 profile
879,12,Rust,clear,Candidate #879 profile
880,3,Python,excellent,Candidate #880 profile
881,4,Java,good,Candidate #881 profile
882,5,JavaScript,strong,Candidate #882 profile
883,6,Go,clear,Candidate #883 profile
884,7,Rust,excellent,Candidate #884 profile
885,8,Python,good,Candidate #885 profile
886,9,Java,strong,Candidate #886 profile
887,10,JavaScript,clear,Candidate #887 profile
888,11,Go,excellent,Candidate #888 profile
889,12,Rust,good,Candidate #889 profile
890,3,Python,strong,Candidate #890 profile
891,4,Java,clear,Candidate #891 profile
892,5,JavaScript,excellent,Candidate #892 profile
893,6,Go,good,Candidate #893 profile
894,7,Rust,strong,Candidate #894 profile
895,8,Python,clear,Candidate #895 profile
896,9,Java,excellent,Candidate #896 profile
897,10,JavaScript,good,Candidate #897 profile
898,11,Go,strong,Candidate #898 profile
899,12,Rust,clear,Candidate #899 profile
900,3,Python,excellent,Candidate #900 profile
901,4,Java,good,Candidate #901 profile
902,5,JavaScript,strong,Candidate #902 profile
903,6,Go,clear,Candidate #903 profile
904,7,Rust,excellent,Candidate #904 profile
905,8,Python,good,Candidate #905 profile
906,9,Java,strong,Candidate #906 profile
907,10,JavaScript,clear,Candidate #907 profile
908,11,Go,excellent,Candidate #908 profile
909,12,Rust,good,Candidate #909 profile
910,3,Python,strong,Candidate #910 profile
911,4,Java,clear,Candidate #911 profile
912,5,JavaScript,excellent,Candidate #912 profile
913,6,Go,good,Candidate #913 profile
914,7,Rust,strong,Candidate #914 profile
915,8,Python,clear,Candidate #915 profile
916,9,Java,excellent,Candidate #916 profile
917,10,JavaScript,good,Candidate #917 profile
918,11,Go,strong,Candidate #918 profile
919,12,Rust,clear,Candidate #919 profile
920,3,Python,excellent,Candidate #920 profile
921,4,Java,good,Candidate #921 profile
922,5,JavaScript,strong,Candidate #922 profile
923,6,Go,clear,Candidate #923 profile
924,7,Rust,excellent,Candidate #924 profile
925,8,Python,good,Candidate #925 profile
926,9,Java,strong,Candidate #926 profile
927,10,JavaScript,clear,Candidate #927 profile
928,11,Go,excellent,Candidate #928 profile
929,12,Rust,good,Candidate #929 profile
930,3,Python,strong,Candidate #930 profile
931,4,Java,clear,Candidate #931 profile
932,5,JavaScript,excellent,Candidate #932 profile
933,6,Go,good,Candidate #933 profile
934,7,Rust,strong,Candidate #934 profile
935,8,Python,clear,Candidate #935 profile
936,9,Java,excellent,Candidate #936 profile
937,10,JavaScript,good,Candidate #937 profile
938,11,Go,strong,Candidate #938 profile
939,12,Rust,clear,Candidate #939 profile
940,3,Python,excellent,Candidate #940 profile
941,4,Java,good,Candidate #941 profile
942,5,JavaScript,strong,Candidate #942 profile
943,6,Go,clear,Candidate #943 profile
944,7,Rust,excellent,Candidate #944 profile
945,8,Python,good,Candidate #945 profile
946,9,Java,strong,Candidate #946 profile
947,10,JavaScript,clear,Candidate #947 profile
948,11,Go,excellent,Candidate #948 profile
949,12,Rust,good,Candidate #949 profile
950,3,Python,strong,Candidate #950 profile
951,4,Java,clear,Candidate #951 profile
952,5,JavaScript,excellent,Candidate #952 profile
953,6,Go,good,Candidate #953 profile
954,7,Rust,strong,Candidate #954 profile
955,8,Python,clear,Candidate #955 profile
956,9,Java,excellent,Candidate #956 profile
957,10,JavaScript,good,Candidate #957 profile
958,11,Go,strong,Candidate #958 profile
959,12,Rust,clear,Candidate #959 profile
960,3,Python,excellent,Candidate #960 profile
961,4,Java,good,Candidate #961 profile
962,5,JavaScript,strong,Candidate #962 profile
963,6,Go,clear,Candidate #963 profile
964,7,Rust,excellent,Candidate #964 profile
965,8,Python,good,Candidate #965 profile
966,9,Java,strong,Candidate #966 profile
967,10,JavaScript,clear,Candidate #967 profile
968,11,Go,excellent,Candidate #968 profile
969,12,Rust,good,Candidate #969 profile
970,3,Python,strong,Candidate #970 profile
971,4,Java,clear,Candidate #971 profile
972,5,JavaScript,excellent,Candidate #972 profile
973,6,Go,good,Candidate #973 profile
974,7,Rust,strong,Candidate #974 profile
975,8,Python,clear,Candidate #975 profile
976,9,Java,excellent,Candidate #976 profile
977,10,JavaScript,good,Candidate #977 profile
978,11,Go,strong,Candidate #978 profile
979,12,Rust,clear,Candidate #979 profile
980,3,Python,excellent,Candidate #980 profile
981,4,Java,good,Candidate #981 profile
982,5,JavaScript,strong,Candidate #982 profile
983,6,Go,clear,Candidate #983 profile
984,7,Rust,excellent,Candidate #984 profile
985,8,Python,good,Candidate #985 profile
986,9,Java,strong,Candidate #986 profile
987,10,JavaScript,clear,Candidate #987 profile
988,11,Go,excellent,Candidate #988 profile
989,12,Rust,good,Candidate #989 profile
990,3,Python,strong,Candidate #990 profile
991,4,Java,clear,Candidate #991 profile
992,5,JavaScript,excellent,Candidate #992 profile
993,6,Go,good,Candidate #993 profile
994,7,Rust,strong,Candidate #994 profile
995,8,Python,clear,Candidate #995 profile
996,9,Java,excellent,Candidate #996 profile
997,10,JavaScript,good,Candidate #997 profile
998,11,Go,strong,Candidate #998 profile
999,12,Rust,clear,Candidate #999 profile
1000,3,Python,excellent,Candidate #1000 profile
